,title,abstract,paragraph,pub_date,year,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var
13,Lawyers to Face Off Before Judge in Closely Watched Abortion Pills Case,The first hearing in a lawsuit that seeks to overturn F.D.A. approval of the pills takes place Wednesday morning in Texas.,"A hearing Wednesday in a lawsuit that seeks to overturn federal approval of a widely used abortion pill will provide the first opportunity to hear the arguments of the anti-abortion groups that filed the lawsuit and of the Food and Drug Administration, which is fighting to keep the abortion pill legal.",2023-03-15T09:00:21+0000,2023,0.1186767514962545,0.0981293854181944,0.10571322564577725,0.0905867863903562,0.11558952692954465,-0.08515153163368804,-0.09987000124628764,-0.0024860828728676737,0.027779996980075702,0.0026696371226827007,3.375,0.00013797869253759907,0.0032690985927818434
14,Walgreens Loses Contract With California Over Stance on Abortion Pill,"The state will not renew a multimillion-dollar deal, Gov. Gavin Newsom said, after the chain said it would not distribute mifepristone in 21 states.","The governor of California said on Wednesday that he would not renew a multimillion-dollar contract with Walgreens, after the pharmacy chain announced that it would not make an abortion pill available in 21 states that had threatened legal action.",2023-03-09T00:31:49+0000,2023,0.12777352179282495,0.15875984009193808,0.09356989293720826,0.10351823068235898,0.09852088184495957,-0.28599416976840364,-0.22346850169506413,-0.14170871279810698,-0.2732722521376972,-0.16664047932330828,0.8,0.0007326314080368369,0.004041514823834461
15,Wisconsin Court Candidates Clash Over Abortion and Democracy,"In their lone debate, Janet Protasiewicz, a liberal, and Daniel Kelly, a conservative, unleashed searing attacks on each other. At stake is a crucial seat on the battleground state’s Supreme Court.","MADISON, Wis. — The dueling contenders in Wisconsin’s consequential and costly Supreme Court race collided on Tuesday in their lone debate, a hostile affair that illustrated their stark disagreements over cultural issues and the role of a justice on the state’s high court.",2023-03-21T21:44:43+0000,2023,0.14921100871490767,0.13866177988354988,0.09017752624092527,0.08641056889251299,0.09069280076283849,-0.2164375741294995,-0.2397989436489436,-0.2119243705004235,-0.18371402317579083,-0.19338000096826982,0.8,0.0009189621015117274,0.0004739490948208434
16,Walgreens Faces Blowback for Not Offering Abortion Pill in 21 States,The chain’s situation shows the complicated legal and reputational landscape that it and its competitors must navigate in the post-Roe era.,"Walgreens landed at the center of a consumer and political firestorm in recent days, after saying it would not dispense an abortion pill in 21 states where Republican attorneys general have threatened legal action against pharmacies that try to distribute the medication.",2023-03-08T00:27:48+0000,2023,0.1505249443988839,0.1070390888591594,0.11739491056604598,0.10394906684717381,0.10630458178969282,-0.10051908191126634,-0.10058538583895005,-0.06265191343151476,-0.1019597202613587,-0.10210163353970843,2.5,0.0003770018474502926,0.0002991523559121602
17,A New Battle in the War on Abortion Pills,A federal judge could soon issue a ruling that threatens access to one of two drugs commonly used in a medication abortion.,A ruling expected soon from a Trump-appointed federal judge in Texas could halt the provision of a drug called mifepristone for use in abortions. This would potentially make the drug very difficult to come by in all states — including those where abortion is legal.,2023-03-05T11:00:07+0000,2023,0.11411119682278918,0.11568707194244665,0.09637082087336304,0.10236561466690423,0.10263456544043632,-0.1619888670818121,-0.15849670150776002,-0.09444569771388153,-0.10694078669424964,-0.11513543071257178,2.857142857142857,6.915335888634915e-05,0.0009545949168814993
18,Five Women Sue Texas Over the State’s Abortion Ban,"The women, backed by an abortion-rights group, say they were denied abortions under state law despite risks to themselves and their fetuses that made the procedure a medical necessity.","Five women who say they were denied abortions despite grave risks to their lives or their fetuses sued the State of Texas on Monday, apparently the first time that pregnant women themselves have taken legal action against the bans that have shut down access to abortion across the country since the U.S. Supreme Court overturned Roe v. Wade.",2023-03-07T02:31:46+0000,2023,0.10566929335939537,0.08299209651318525,0.08537054355231581,0.07362649140529572,0.07464039008918454,-0.0445245505598955,0.013131484457205456,0.0037250888689042043,-0.010774510596285017,0.019387592493088187,4.0,0.00016665190050084826,0.000647024696924647
19,Where Restrictions on Abortion Pills Could Matter Most in the U.S.,A lawsuit is challenging the F.D.A.’s approval of medication abortion. Data shows the consequences could be far-reaching.,A lawsuit is challenging the F.D.A.’s approval of medication abortion. Data shows the consequences could be far-reaching.,2023-03-02T10:00:11+0000,2023,0.1286593553323703,0.12675445506943864,0.10136104320458653,0.0917910059291324,0.09463874173672385,-0.09083488785034098,-0.10070108542976984,-0.08711571750499195,-0.11057531112436718,-0.1007042184884482,2.611111111111111,0.0003154537780841648,8.563815035710259e-05
20,Walgreens Says It Won’t Offer the Abortion Pill Mifepristone in 21 States,The decision applies to conservative states whose attorneys general threatened Walgreens and other pharmacies with legal action if they dispensed the pill there.,"A few weeks after Republican attorneys general in 21 states sent letters threatening legal action against retail pharmacy chains if they dispensed the abortion pill mifepristone, Walgreens said it would not distribute the pill in those states.",2023-03-03T22:35:56+0000,2023,0.08499295916157021,0.07548651693488488,0.10061963732622772,0.09207381310262504,0.06997528409378902,-0.01076539822813623,0.05883344678908398,0.07426983240326468,0.08665647995416745,0.08043714358724116,2.0,0.00015239364372437455,0.0015796591729368423
21,"A Threat to Abortion Pills. Plus, the U.S. Shares Secrets.",A lawsuit could force the F.D.A. to revoke its approval of the two main drugs used for medication abortion in the United States.,"In 2000, the F.D.A. approved the medication abortion drug mifepristone. Now a federal judge in Texas is set to rule on a case filed by anti-abortion groups urging the agency to revoke its approval of mifepristone and the other main drug used for medication abortion in the United States. Abortion via medication has become increasingly common and now accounts for more than half of the nation’s abortions.",2023-03-01T11:00:12+0000,2023,0.10411357112867957,0.07680608683337554,0.10483757492939236,0.10404874446407736,0.08592114909655497,-0.12317789847921864,-0.05292174873853022,-0.018235351620819837,0.004896234482526505,-0.01636414076240344,0.5806451612903226,0.0001687632757628185,0.002531706318999251
22,How the Fall of Roe Turned North Carolina Into an Abortion Destination,"The state, which is near others with abortion bans and restrictions, has had a 37 percent rise in abortions since the constitutional right to abortion was overturned.","RALEIGH, N.C. — Clinic by clinic, county by county and up to the highest levels of state government, no state embodies the nation’s post-Roe upheaval like North Carolina.",2023-03-04T10:00:21+0000,2023,0.12148243991962396,0.10556876550501819,0.10505725091285074,0.09475611240100143,0.08946476946914192,6.978561654690649e-05,-0.03153119531728674,0.01875533133374166,0.02094564606155028,-0.004640233731357097,4.35,0.00015081053579376117,0.0004509111046573083
23,"12 States Sue F.D.A., Seeking Removal of Special Restrictions on Abortion Pill",The suit argues that rules applying to mifepristone unnecessarily limit patients’ access to medication abortion.,"The attorneys general of a dozen Democratic-controlled states sued the Food and Drug Administration on Friday, asking a judge to remove special restrictions that the federal agency has long applied to the first of two drugs used in medication abortion.",2023-02-24T22:32:06+0000,2023,0.1076549631384526,0.11669858882662937,0.11703189972361741,0.1211077775733047,0.09258535890850464,-0.11296122457867107,-0.04119792209101537,-0.02154034710517196,-0.045517527368792436,-0.0396263599055761,2.3636363636363638,0.00013032798481893844,0.00123893335150955
24,"If You Want to Know What Republicans Think About How Americans Feel, Ask Walgreens",The abortion pill decision by Walgreens reflects the right’s success in using corporations to affect public policy.,The corporate culture wars have reached a turning point: A number of companies that once championed social justice and equity seem to be beating a hasty retreat.,2023-03-17T09:00:12+0000,2023,0.1076549631384526,0.11669858882662937,0.11703189972361741,0.1211077775733047,0.09258535890850464,-0.11296122457867107,-0.04119792209101537,-0.02154034710517196,-0.045517527368792436,-0.0396263599055761,2.3636363636363638,0.00013032798481893844,0.00123893335150955
25,"In Wisconsin, Liberals Barrage Conservative Court Candidate With Attack Ads","Daniel Kelly, the conservative candidate for a swing seat on Wisconsin’s Supreme Court, promised that help was on the way. But his campaign has already been outspent on TV by $9.1 million to nothing.","As conservatives in Wisconsin seek to maintain control of the State Supreme Court in an all-important election for a crucial swing seat, they would appear to be fighting uphill.",2023-03-15T09:02:25+0000,2023,0.08178667628686913,0.06044489615287243,0.054687101758403446,0.061307490829836934,0.0811330568403389,-0.05279698796760731,-0.11936189361951675,-0.01813412706181977,-0.05885800590900124,-0.05532881465717602,2.0,0.0001603925096030969,0.0013368948655902572
26,The Debate Hugh Hefner Won and William Buckley Lost,There’s an unbridgeable divide between Barstool conservatives and social conservatives — and it’s warping the conservative movement.,"In 1966, William F. Buckley Jr., the founder of National Review, hosted Hugh Hefner, the founder of the wildly successful Playboy magazine, on Mr. Buckley’s weekly public affairs show, “Firing Line,” for a discussion of sexual ethics.",2023-03-14T09:00:24+0000,2023,0.1183801551868181,0.127164094342877,0.11052362795934616,0.13537334949497198,0.08987929587403336,-0.20546077384587538,-0.2586732660400402,-0.18763296670293844,-0.18965975266008506,-0.2176707412679231,2.1,0.000304390472626137,0.0008364971524780386
27,Inside Ron DeSantis’s Politicized Removal of an Elected Prosecutor,The Florida governor accused the Democratic prosecutor of undermining public safety. But a close examination of the episode reveals just how fueled it was by Mr. DeSantis’s political aims.,"When Gov. Ron DeSantis of Florida announced last summer that he had taken the extraordinary step of removing a local prosecutor from his job, he cast his decision as a bold move to protect Floridians.",2023-03-11T10:00:25+0000,2023,0.06741059377436599,0.09123681188971225,0.08585134201836753,0.09973135271960841,0.07145482625384172,-0.13335658460637262,-0.1228891804432603,-0.05865665436257055,-0.04956963103487519,-0.021275596600725328,1.3333333333333333,0.00018303504590804707,0.002368970579992475
28,"Seeking Evangelicals’ Support Again, Trump Confronts a Changed Religious Landscape","Evangelicals were wooed by Donald Trump’s promise of an anti-abortion Supreme Court. Now, they’re back playing the field.","On a recent Sunday morning at Elmbrook Church, a nondenominational evangelical megachurch in Brookfield, Wis., Jerry Wilson considered the far-off matter of his vote in 2024.",2023-03-09T10:00:36+0000,2023,0.084933301302425,0.10320717986830237,0.09524786657491523,0.09889137197501165,0.08230574151773144,-0.019243983256363447,-0.05676380386733084,-0.03072306317308758,-0.03779840995950263,-0.035746315023351606,3.0,8.083802815912648e-05,0.00018575728913302556
29,A Bank President Who Embraces the Unconventional,Priscilla Sims Brown’s atypical childhood has helped her lead a financial institution from a different perspective as Amalgamated Bank’s chief executive.,"Priscilla Sims Brown, chief executive of Amalgamated Bank, said it was her uncommon upbringing that put her on the path to running the country’s largest union-owned bank.",2023-03-07T10:00:25+0000,2023,0.10882020680808976,0.1024508766790001,0.10918725410443907,0.11676224973856894,0.07975166658366768,-0.1365364730144219,-0.07517634569400562,-0.042544888562244684,-0.06298981440470573,-0.07848043029177934,1.85,0.00020039125611678011,0.0012276328054485945
30,A New Goal for Abortion Bills: Punish or Protect Doctors,"The legislative calendar is packed with 300 abortion bills. “You can’t go to jail for screwing up an appendectomy,” one lawmaker said.","For the first time since the fight over abortion access was kicked to the states after the Supreme Court overturned Roe v. Wade, newly elected legislatures around the country are coming into session and are putting the polarizing issue at the top of their agendas. Around 300 bills in 40 states have been proposed so far — with a majority seeking to restrict access to abortion, and others trying to strengthen it.",2023-02-16T10:00:26+0000,2023,0.12524890445571726,0.11448003964571507,0.10638830346936047,0.0946611328767014,0.0856584925789965,-0.08466297634628472,-0.1171223052561988,-0.009619275554450041,-0.12121991162132888,-0.03088268922402024,2.2,0.0002455974579388102,0.0025496252744852794
31,Meet the Queen Bee of Victorian Abortionists,"The notorious Madame Restell lived large and fearlessly in a century not so far, far away.","Jennifer Wright opens her painfully timely biography of Madame Restell, the notorious “abortionist of Fifth Avenue,” with her final arrest, in 1878, at the hands of the anti-vice crusader Anthony Comstock. For Comstock, a Victorian zealot who smeared his sexual obsessions all over American life well into the 20th century, this was the climax of an epic struggle between Satan’s handmaiden and his flaming sword of righteousness. To Restell, a grandmother in her late 60s, it was merely the latest in a long line of tedious interruptions to her business.",2023-02-28T10:00:18+0000,2023,0.1172806432479363,0.12338569515853805,0.10687456860770202,0.09513710520961871,0.11358963758620814,-0.06309964391975911,-0.12221095580919239,-0.10910429121544898,0.013757480992396955,-0.06885721014507169,0.6363636363636364,0.00011697184377277146,0.002829829721030108
32,Global Declines in Maternal Mortality Have Stalled,"Death rates in the United States have increased in recent years, as they have in Europe, the W.H.O. reported.","Although maternal mortality rates declined worldwide from 2000 to 2020, almost 800 women still die of pregnancy-related complications every day, according to a grim report issued Wednesday by the World Health Organization and other agencies of the United Nations.",2023-02-23T01:06:56+0000,2023,0.082277585092643,0.0916803385061723,0.08535284507174383,0.09251246720646707,0.06632745677263906,-0.0323599499981863,-0.02783675282404241,0.011429362913223877,0.03316632471070242,0.03312813251521882,1.5,0.0001119703492498845,0.0010221799496868966
33,Strong Democratic Showing in Wisconsin Court Race Sets Up a Frenzied Finish,"Democratic turnout was high in the Tuesday primary for the State Supreme Court, ahead of a costly general election that will decide the future of abortion rights and gerrymandered maps in the state.","MILWAUKEE — Eight months after the nation’s highest court made abortion illegal in Wisconsin, a liberal State Supreme Court candidate who made reproductive rights the centerpiece of her campaign won more votes than her two conservative opponents combined.",2023-02-22T18:24:08+0000,2023,0.12229450650762788,0.10886949570957684,0.09215463346670806,0.08372461160160535,0.10473628735066219,-0.18825337449908877,-0.13910206548527343,-0.07659689134442911,-0.1186697801096894,-0.061195327134962424,1.7333333333333334,0.00022420798718505213,0.002578656463534909
34,A Farewell to Readers,The debate continues.,"Editor’s Note: The past few years have been a turbulent time. After a pandemic, the 2020 elections and fears of nuclear Armageddon, we’ve been through a lot. I want to thank you for sticking around and reading this newsletter through it all. That’s why it’s bittersweet to tell you that this is the last issue of this newsletter. But the news isn’t all bad: You will continue to receive sharp commentary and analysis on what’s happening in the world from fresh vantage points in our Opinion Today newsletter, sent Monday through Saturday. Sign up here to make sure it lands in your inbox.",2023-02-23T01:51:35+0000,2023,0.09256228175326431,0.08369032852729932,0.09143064180259498,0.08849202214190198,0.07496206189492881,-0.09730139977089253,-0.08688078350600344,0.007831323486416955,0.012394216651295685,0.02505394836977263,0.7894736842105263,5.1419384946567735e-05,0.003499921945003665
35,Two Starkly Different Judges Advance in Wisconsin Supreme Court Election,"Janet Protasiewicz, a liberal, and Daniel Kelly, a conservative, will face off on April 4 in a race that could tilt the balance of the court, with abortion rights, gerrymandered maps and more in the balance.","MILWAUKEE — The general election for the swing seat on Wisconsin’s Supreme Court, a momentous contest that will determine whether Republicans maintain or lose their iron grip on the state’s politics, will feature a liberal Milwaukee County judge against a conservative former justice of the state’s high court.",2023-02-22T02:35:41+0000,2023,0.09256228175326431,0.08369032852729932,0.09143064180259498,0.08849202214190198,0.07496206189492881,-0.09730139977089253,-0.08688078350600344,0.007831323486416955,0.012394216651295685,0.02505394836977263,0.7894736842105263,5.1419384946567735e-05,0.003499921945003665
36,Abortion Rights Supporters See Biden Address as Missed Opportunity,"While praising the administration’s actions so far, activists say the State of the Union speech could have done more to address what they view as a national health crisis.","During the midterm campaigns, Democrats spent months focused on the demise of federal abortion rights and the danger they said it posed to all Americans.",2023-02-09T10:00:25+0000,2023,0.1310994835595287,0.09429186880752596,0.13147235354867667,0.11921838948057245,0.10992293988138409,-0.06743280852635175,-0.06373835272042366,-0.016541418288507866,-0.04334102679480047,-0.016112392950627823,1.6666666666666667,0.00024467692219151633,0.0006094708377220086
37,What to Watch For in a Consequential Court Election in Wisconsin,"Voters are going to the polls today in the primary election for a swing seat on the state’s Supreme Court, with abortion rights, gerrymandered maps and more at stake.","BELOIT, Wis. — It is a funny thing about American politics that for one night, the nation’s most important campaign of 2023 descended on Cheezhead Brewing, a tavern where about 50 Republicans gathered to discuss the Wisconsin Supreme Court race.",2023-02-21T10:00:20+0000,2023,0.12323876771208833,0.08978854440788527,0.10227030652025447,0.09204216907183356,0.08495176111950904,-0.11302786899309157,-0.13568095336172434,-0.07060229577824972,-0.07452930945056244,-0.10716505356283486,1.1111111111111112,0.00023184024109610763,0.000751743171992135
38,Florida Sports Board Removes Menstruation Questions From Medical Form,"Responding to concerns about student privacy, high school athletics officials voted to remove questions about menstruation history from a medical form.","Florida’s governing body for high school sports voted on Thursday to remove all questions about menstruation from medical forms required for student athletes, after an uproar that reflected anxieties about digital and reproductive privacy.",2023-02-09T22:48:51+0000,2023,0.15682461864678393,0.0869858724865166,0.09383777023034238,0.09384625511323512,0.09057174517134242,-0.25515304679715684,-0.24114284443177858,-0.17862674893107647,-0.16486086824377422,-0.20356463446840242,1.0,0.0008664386149109072,0.0015157652453958326
39,A Volatile Tool Emerges in the Abortion Battle: State Constitutions,"Many of the legal arguments seeking to overturn abortion bans rely on rights provided by the states, and how they are interpreted by state supreme courts.","When the Supreme Court overturned Roe v. Wade and the constitutional right to abortion in June, it declared that it was sending the issue back to the “people and their elected representatives.” But the fight has largely moved to a different set of supreme courts and constitutions: those in the states.",2023-01-29T08:00:11+0000,2023,0.12768018603684186,0.10934723987177884,0.10153532683634554,0.0953004622264554,0.09388282550097975,-0.1176828673071414,-0.1485811642182924,-0.11188881152013917,-0.09785654815073579,-0.11158589187083526,0.6949152542372882,0.0001903644368765898,0.0003545994263795603
40,Sweep in 3 Special Elections Gives Democrats Control of Pennsylvania House,Three Democratic victories flipped the House for the first time in a dozen years by a single seat in the battleground state.,"Democrats swept three special elections in solidly blue House districts in western Pennsylvania on Tuesday, according to The Associated Press, putting the party in the majority by a single seat and breaking a Republican legislative monopoly that has recently focused on election restrictions and anti-abortion bills.",2023-02-08T03:38:40+0000,2023,0.11598129534663694,0.08852673131376997,0.09585830866080988,0.10835231984271125,0.0956449806978024,-0.10619892634936709,-0.047013752874962435,-0.04809292110041372,-0.05589392473712224,-0.0979801463210242,1.6923076923076923,0.00012227761968567358,0.0008237885199984624
41,New Lawsuit Challenges State Bans on Abortion Pills,"The case, brought by GenBioPro, a company that makes one of two abortion drugs, argues that it is unconstitutional for a state to bar access to a medication approved by the federal government.","A company that makes an abortion pill filed a lawsuit Wednesday morning challenging the constitutionality of a state ban on the medication, one in what is expected to be a wave of cases arguing that the federal Food and Drug Administration’s approval of the pill takes precedence over such restrictive state laws.",2023-01-25T10:00:28+0000,2023,0.07741559295052171,0.0921191435118603,0.10006004099062367,0.10111472998603184,0.07337713458275674,-0.06971752280648201,-0.05996361571144579,-0.020496641331183712,-0.026510656162264147,-0.06519193387657264,1.95,0.0001642314528925856,0.000531965241654138
42,"Suspect in Arson at Planned Parenthood Clinic Cited Ex-Girlfriend’s Abortion, U.S. Says","The man, Tyler W. Massengill, 32, told investigators that he hoped the fire on Jan. 15 would delay others in having an abortion, according to federal authorities.","A man accused of firebombing a Planned Parenthood clinic in Peoria, Ill., earlier this month told investigators that he had done so after recalling an abortion a former girlfriend once had against his wishes, adding that he hoped the fire would delay others in having abortions, according to federal authorities.",2023-01-26T01:47:42+0000,2023,0.1320168838561892,0.12473968996253415,0.09639179374149429,0.1177351442595454,0.08403928462144013,-0.06831043904501044,-0.09771759565057342,-0.10516784405565151,-0.07981465368590474,-0.0371399097631846,2.25,0.00040403233180621436,0.0007232296724304416
43,"2023’s Biggest, Most Unusual Race Centers on Abortion and Democracy","The election for a swing seat on Wisconsin’s Supreme Court has huge policy stakes for the battleground state. Cash is pouring in, and some of the candidates have shed any pretense of judicial neutrality.","In 10 weeks, Wisconsin will hold an election that carries bigger policy stakes than any other contest in America in 2023.",2023-01-25T10:00:29+0000,2023,0.1279064546017726,0.1533469219700326,0.09572528753466543,0.11896130507074544,0.09358078564670197,-0.3170371933667531,-0.26916883311454626,-0.1951723665895543,-0.23334037976120256,-0.28783736979009406,1.0434782608695652,0.0006102204382073713,0.0022560696791310763
